Brand Name,Product URL,Image,Product Ratings,Number of ratings,Product Info,Selling Price,Price,Discount
Rain & Rainbow,https://www.myntra.com/kurtis/rain--rainbow/rain--rainbow-red--beige-ethnic-motifs-printed-pure-cotton-kurti/20988250/buy,,,0,Ethnic Motifs Printed Pure Cotton Kurti,797,1595,(50% OFF)
AKIMIA,https://www.myntra.com/kurtis/akimia/akimia-women-burgundy--white-floral-printed-shirt-collar-pure-cotton-kurti/18282316/buy,,3.1,9,Women Floral Printed Pure Cotton Kurti,809,1799,(55% OFF)
Nimayaa,https://www.myntra.com/kurtis/nimayaa/nimayaa-white--pink-floral-printed-kurti/20285014/buy,,,0,Floral Printed Kurti,689,2999,(77% OFF)
Nayo,https://www.myntra.com/kurtis/nayo/nayo-women-off-white--blue-geometric-woven-design-kurti/20845550/buy,,,0,Geometric Woven Design Kurti,584,1299,(55% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-navy-blue-printed-kurti/18246306/buy,,4.1,13,Printed Kurti,780,1950,(60% OFF)
kipek,https://www.myntra.com/kurtis/kipek/kipek-brown-and-olive-green-floral-printed-bell-sleeves-pure-cotton-kurti/19959936/buy,,,0,Floral Printed Pure Cotton Kurti,759,1409,(Rs. 650 OFF)
MissKurti,https://www.myntra.com/kurtis/misskurti/misskurti-teal-thread-work-kurti/18736068/buy,,4.7,6,Thread Work Kurti,659,2199,(70% OFF)
FASHOR,https://www.myntra.com/kurtis/fashor/fashor-blue-ethnic-motifs-embroidered-thread-work-pure-cotton-thread-work-kurti/20731862/buy,,,0,Ethnic Motifs Embroidered Pure Cotton Kurti,2309,4899,(Rs. 2590 OFF)
Anubhutee,https://www.myntra.com/kurtis/anubhutee/anubhutee-red--beige-geometric-printed-kurti/17413244/buy,,4.3,43,Geometric Printed Kurti,521,1739,(70% OFF)
Biba,https://www.myntra.com/kurtis/biba/biba-navy-blue--beige-ethnic-motifs-printed-v-neck-kurti/18911882/buy,,,0,Ethnic Motifs Printed Kurti,,,
Saanjh,https://www.myntra.com/kurtis/saanjh/saanjh-brown-round-neck-straight-kurti/16287024/buy,,3.9,22,Round Neck Straight Kurti,647,1799,(64% OFF)
Saanjh,https://www.myntra.com/kurtis/saanjh/saanjh-navy-blue--beige-straight-self-striped-kurti/16988854/buy,,3.9,22,Straight Self Striped Kurti,647,1799,(64% OFF)
Sztori,https://www.myntra.com/kurtis/sztori/sztori-plus-size-green--maroon-floral-print-kurti/18971228/buy,,,0,Plus Size Floral Print Kurti,499,999,(50% OFF)
Anubhutee,https://www.myntra.com/kurtis/anubhutee/anubhutee-blue--white-geometric-printed-kurti/13956726/buy,,4,59,Geometric Printed Kurti,504,1739,(71% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-women-plus-size-white-ethnic-motifs-embroidered-chikankari-kurti/20494130/buy,,,0,Ethnic Motifs Embroidered Kurti,,,
Saanjh,https://www.myntra.com/kurtis/saanjh/saanjh-teal--green-kurti/16287020/buy,,4.3,46,Kurti,647,1799,(64% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-women-plus-size-white-ethnic-motifs-embroidered-chikankari-kurti/20494130/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20494130/2022/11/5/0654b156-b843-4ed0-af42-40a6d1cfa0c91667621885453-White--Multi-Color-Cotton-Hand-Embroidered-Chikankari-Kurti--1.jpg",,0,Ethnic Motifs Embroidered Kurti,,,
Saanjh,https://www.myntra.com/kurtis/saanjh/saanjh-teal--green-kurti/16287020/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16287020/2021/12/18/6293318a-11f4-4de0-942f-9cd0f151292e1639827073327-Saanjh-Teal--Green-Kurti-4591639827072786-1.jpg",4.3,56,Kurti,647,1799,(64% OFF)
InWeave,https://www.myntra.com/kurtis/inweave/inweave-navy-blue-empire-solid-kurti/18922836/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18922836/2022/7/1/63650002-dd3f-4b89-b284-ee82688516c21656666937493InWeaveWomenNavyBlueKurta1.jpg",,0,Solid Kurti,379,1999,(81% OFF)
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-teal-blue-solid-pure-cotton-kurti/19412606/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19412606/2022/8/22/cf676846-b994-4420-9ec5-a39634de70401661148857904-Fabindia-Teal-Blue-Solid-Pure-Cotton-Kurti-761661148857411-1.jpg",,0,Solid Pure Cotton Kurti,1119,1599,(30% OFF)
Fashion FRICKS,https://www.myntra.com/kurtis/fashion-fricks/fashion-fricks-men-orange-printed-jacquard-kurti/19524028/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19524028/2022/8/17/d5906d49-bba2-4114-a805-52cdf60118b41660719432442FashionFRICKSMenOrangeGeometricThreadWorkJacquardKurta1.jpg",4.4,8,Printed Jacquard Kurti,475,1699,(72% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-black--maroon-sustainable-chikankari-pure-georgette-sheer-kurti-with-inner/14800878/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14800878/2021/7/23/9c7150cc-95a3-472d-8bfb-9925ee75cda31627028701313WomenBlackRedGeorgetteChikankariHandEmbroideredStraightKurti1.jpg",,0,Sustainable Chikankari Kurti,,,
TANKHI,https://www.myntra.com/kurtis/tankhi/tankhi-black-floral-printed-modal-kaftan-kurti/19263302/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19263302/2022/7/26/aca4bc7f-bda2-476d-9afb-d71d7d8e70ef1658844081761TANKHIWOMENSBLACKKAFANKURTA1.jpg",4.1,22,Floral Printed Modal Kaftan Kurti,899,1999,(55% OFF)
Saanjh,https://www.myntra.com/kurtis/saanjh/saanjh-green-striped-v-neck-kurti/16260302/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16260302/2021/12/16/3b97545e-0c44-4c89-a6d3-e2b37a0d30bf1639649377785-Saanjh-Green-Striped-Poly-Cotton-Straight-Kurti-973163964937-1.jpg",4.2,18,Striped Kurti,647,1799,(64% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-navy-blue--grey-geometric-printed-kurti/18436656/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18436656/2022/5/25/9ab25a95-6447-495e-b0df-41c4e822442e1653489399241PistaawomensPrintedShortKurti1.jpg",4.5,23,Geometric Printed Kurti,749,1999,(Rs. 1250 OFF)
Rain & Rainbow,https://www.myntra.com/kurtis/rain--rainbow/rain--rainbow-green--white-ethnic-motifs-printed-pure-cotton-pleated-kurti/18882454/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18882454/2022/7/7/4fc6bd40-4965-4ad8-9ba5-f60467bbb5431657195266820-Rain--Rainbow-Women-Kurtis-6651657195266191-1.jpg",,0,Ethnic Cotton Printed Kurti,747,1495,(50% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-women-plus-size-black-embroidered-chikankari-kurti-with-slip/20494132/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20494132/2022/11/4/73006958-bced-4796-8c4e-60e2b3be7a5c1667565046330-Black-Georgette-Hand-Embroidered-Chikankari-Kurti-with-slip--1.jpg",,0,Chikankari Kurti With Slip,,,
Tissu,https://www.myntra.com/kurtis/tissu/tissu-white--red-floral-printed-kurti/19047432/buy,,,0,Floral Printed Kurti,389,1499,(74% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-black-kurti/18436634/buy,,4.8,8,Kurti,720,1999,(Rs. 1279 OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-white-ethnic-motifs-embroidered-plus-size-chikankari-kurti/20494168/buy,,,0,Ethnic Motifs Embroidered Kurti,,,
Ritu Kumar,https://www.myntra.com/kurtis/ritu-kumar/ritu-kumar-navy-blue-floral-printed-pure-cotton-kurti/20400736/buy,,,0,Floral Printed Pure Cotton Kurti,,,
Ritu Kumar,https://www.myntra.com/kurtis/ritu-kumar/ritu-kumar-beige--golden-striped-pure-cotton-pleated-kurti/19249370/buy,,,0,Striped Cotton Pleated Kurti,,,
Ritu Kumar,https://www.myntra.com/kurtis/ritu-kumar/ritu-kumar-green--golden-striped-flared-sleeves-pure-cotton-pleated-kurti/19249368/buy,,,0,Striped Pure Cotton Kurti,,,
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-geometric-ajrakh-printed-pure-cotton-kurti/19631044/buy,,,0,Geometric Printed Pure Cotton Kurti,1399,1999,(30% OFF)
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-women-red--golden-striped-kurti/15816554/buy,,4.8,8,Women Striped Kurti,1399,1999,(30% OFF)
Nayo,https://www.myntra.com/kurtis/nayo/nayo-navy-blue-floral-printed-kurti/20693008/buy,,,0,Floral Printed Kurti,599,1199,(50% OFF)
Aarika,https://www.myntra.com/kurtis/aarika/aarika-girls-red-printed-kurta/14207536/buy,,4.1,42,Girls Printed Kurta,649,2499,(74% OFF)
Sztori,https://www.myntra.com/kurtis/sztori/sztori-plus-size-green-solid-keyhole-neck-pleated-a-line-kurti/16926276/buy,,4.3,37,Plus Size Pleated A-Line Kurti,639,1599,(60% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-women-blue-striped-kurti/19640402/buy,,,0,Women Striped Kurti,627,1650,(62% OFF)
Ritu Kumar,https://www.myntra.com/kurtis/ritu-kumar/ritu-kumar-women-peach-coloured--mauve-ethnic-motifs-printed-pure-cotton-kurti/17776706/buy,,,0,Ethnic Printed Cotton Kurti,4130,5900,(30% OFF)
Lakshita,https://www.myntra.com/kurtis/lakshita/lakshita-black-kurti/18775280/buy,,,0,Kurti,1097,2195,(50% OFF)
TORONFRAS,https://www.myntra.com/kurtis/toronfras/toronfras-pink-floral-printed-pleated-anarkali-kurti/20174604/buy,,,0,Floral Printed Anarkali Kurti,699,1999,(65% OFF)
Global Desi,https://www.myntra.com/kurtis/global-desi/global-desi-blue--pink-ethnic-motifs-printed-kurti/19977114/buy,,,0,Ethnic Motifs Printed Kurti,1999,2499,(20% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-sea-green--pink-ethnic-motifs-printed-pure-cotton-kurti/18068406/buy,,4.3,40,Ethnic Motifs Printed Pure Cotton Kurti,683,1799,(62% OFF)
Aarika,https://www.myntra.com/kurtis/aarika/aarika-girls-yellow-printed-cotton-kurta/14207712/buy,,4.3,63,Girls Printed Cotton Kurta,584,2249,(74% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-green--red-floral-printed-straight--kurti/19047438/buy,,,0,Floral Printed Straight  Kurti,374,1499,(75% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-grey--white-floral-printed-kurti/17909588/buy,,4,7,Floral Printed Kurti,599,1499,(60% OFF)
Lakshita,https://www.myntra.com/kurtis/lakshita/lakshita-blue-printed-kurti/15772186/buy,,4.5,34,Printed Kurti,1347,2695,(50% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-green-floral-printed-kurti/19047426/buy,,,0,Floral Printed Kurti,374,1499,(75% OFF)
PARAMOUNT CHIKAN,https://www.myntra.com/kurtis/paramount-chikan/paramount-chikan-blue-ethnic-motifs-embroidered-chikankari-pure-cotton-chikankari-kurti/20786546/buy,,,0,Ethnic Motifs Embroidered Pure Cotton Kurti,839,2099,(60% OFF)
all about you,https://www.myntra.com/kurtis/all-about-you/all-about-you-ethnic-motifs-yoke-design-tie-up-neck-thread-work-a-line-kurti/16319794/buy,,4.6,7,Yoke Design A-Line Kurti,764,1699,(55% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-women-blue--white-chikankari-embroidered-pure-cotton-straight-sustainable-handloom-kurti/12131062/buy,,4.4,83,Chikankari Embroidered Sustainable Pure Cotton Handloom Kurti,,,
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-teal-green--golden-embroidered-kurti/19412640/buy,,,0,Embroidered Straight Kurti,1329,1899,(30% OFF)
ETIQUETTE,https://www.myntra.com/kurtis/etiquette/etiquette-white--yellow-floral-embroidered-kurti/18190156/buy,,3.9,8,Floral Embroidered Kurti,1329,1899,(30% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-red-ethnic-motifs-embroidered-chikankari-kurti-with-matching-slip/16055480/buy,,4.1,19,Ethnic Motifs Embroidered Kurti,,,
ADA,https://www.myntra.com/kurtis/ada/ada-women-white-chikankari-embroidered-straight-sustainable-handloom-kurti-with-an-inner/13097208/buy,,4.3,17,Chikankari Embroidered Sustainable Handloom Kurti,,,
ADA,https://www.myntra.com/kurtis/ada/ada-sea-green--white-ethnic-motifs-embroidered-chikankari-handloom-kurti/17241016/buy,,4.3,12,Ethnic Motifs Embroidered Handloom Kurti,,,
Vishudh,https://www.myntra.com/kurtis/vishudh/vishudh-women-pink-yoke-design-a-line-kurti/10399319/buy,,4,416,Yoke Design A-Line Kurti,507,1449,(65% OFF)
PANIT,https://www.myntra.com/kurtis/panit/panit-women-navy-blue-ethnic-motifs-printed-pure-cotton-kurti/19078944/buy,,,0,Women Ethnic Printed Kurti,629,1799,(65% OFF)
Sangria,https://www.myntra.com/kurtis/sangria/sangria-peach-coloured--teal-geometric-printed-kurti/20288302/buy,,,0,Geometric Printed Kurti,494,1499,(67% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-red-floral-printed-kurti/17909594/buy,,4.4,8,Floral Printed Kurti,494,1499,(67% OFF)
PARAMOUNT CHIKAN,https://www.myntra.com/kurtis/paramount-chikan/paramount-chikan-white-embroidered-chikankari-pure-cotton-sustainable-kurti/17311130/buy,,4.5,23,Embroidered Pure Cotton Sustainable Kurti,1399,2799,(50% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-pink--grey-ethnic-motifs-printed-v-neck-kurti/17633714/buy,,3.7,15,Ethnic Motifs Printed Kurti,660,1650,(60% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-beige--red-floral-printed-kurti/18433670/buy,,4,34,Floral Printed Kurti,780,1950,(60% OFF)
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-off-white--golden-ethnic-motifs-printed-pure-cotton-kurti/19244354/buy,,,0,Ethnic Printed Cotton Kurti,1049,1499,(30% OFF)
Soch,https://www.myntra.com/kurtis/soch/soch-navy-blue--charleston-green-chanderi-silk-kurti/18960510/buy,,4.6,5,Chanderi Silk Kurti,999,1998,(50% OFF)
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-off-white--golden-ethnic-motifs-printed-pure-cotton-kurti/19244354/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19244354/2022/8/16/fd4c4113-88c0-42ee-9fd1-8d41fa7cfbc51660642842201KurtasFabindiaWomenKurtasFabindiaWomenKurtasFabindiaWomenKur1.jpg",,0,Ethnic Printed Cotton Kurti,1049,1499,(30% OFF)
Soch,https://www.myntra.com/kurtis/soch/soch-navy-blue--charleston-green-chanderi-silk-kurti/18960510/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18960510/2022/7/4/f7d4bfcc-b49d-4f33-95fe-8ffa697fd1c31656923611194SochWomenNavyBlueSolidKurti1.jpg",4.6,5,Chanderi Silk Kurti,999,1998,(50% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-navy-blue-paisley-printed-kurti/18660476/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18660476/2022/6/7/907983db-4dca-44a3-8160-1bf5f31221811654604827005SareeSwargEthnicGaloreBlueShortTunicTopForWomen1.jpg",4.2,22,Paisley Printed Kurti,558,1470,(62% OFF)
all about you,https://www.myntra.com/kurtis/all-about-you/all-about-you-blue--white-ikat-print-tie-up-neck-bell-sleeves-pure-cotton-a-line-kurti/17894454/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17894454/2022/11/28/87bd0aaa-720b-44f4-ae00-0aca285ac1b11669614746697-all-about-you-Women-Blue-Geometric-Printed-Flared-Sleeves-Pu-1.jpg",,0,Ikat Print Pure Cotton Kurti,359,1199,(70% OFF)
Anubhutee,https://www.myntra.com/kurtis/anubhutee/anubhutee-navy-blue--gold-toned-ethnic-motifs-printed-gotta-patti-gotta-patti-kurti/16332158/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16332158/2021/12/1/052b45e6-7235-49c7-a99e-21557be60a091638375644759AnubhuteeWomenNavyBlueGold-ColouredEthnicMotifsFoilPrintedSt1.jpg",4.3,15,Ethnic Motifs Printed Kurti,486,1739,(72% OFF)
Anubhutee,https://www.myntra.com/kurtis/anubhutee/anubhutee-yellow-ethnic-motifs-printed-kurti/18036564/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18036564/2022/6/2/7bddf66a-d868-440c-a2e3-4225a2c1a6621654161405455-Anubhutee-Yellow-Ethnic-Motifs-Printed-Kurti-437165416140496-1.jpg",4.4,5,Ethnic Motifs Printed Kurti,479,1599,(70% OFF)
Sangria,https://www.myntra.com/kurtis/sangria/sangria-women-blue--yellow-floral-printed-kurti/16630086/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16630086/2022/3/15/50715e9b-71c5-4fb5-a4c1-948dc02a5bc51647339954360-Sangria-Women-Tops-2531647339953930-1.jpg",4.1,9,Women Floral Printed Kurti,379,1899,(80% OFF)
YASH GALLERY,https://www.myntra.com/kurtis/yash-gallery/yash-gallery-green--white-ethnic-motifs-printed-kurti/16919760/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16919760/2022/1/24/52ce3589-1f7a-48b3-9003-181e4cfec5f41643028304528YashGalleryWomensRayonFloralPrintedShortKurti1.jpg",4.3,30,Ethnic Motifs Printed Kurti,624,2499,(75% OFF)
Campana,https://www.myntra.com/kurtis/campana/campana-girls-yellow--pink-floral-printed-pure-cotton-straight-kurti/20728138/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20728138/2022/11/12/37ee495b-b8ca-4265-9e10-386f33eee4c11668251687517CampanaYellowEthnicMotifsPrintedV-NeckPureCottonKurti1.jpg",,0,Printed Pure Cotton Kurti,719,799,(10% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-maroon--black-ethnic-motifs-printed-pure-cotton-kurti/17709768/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17709768/2022/4/11/4c81f170-3c7c-4b93-aa00-3aa8b985b34a1649664459048KBZWomensBlueRayonPrintedKurtaPalazzoSetKurtisMALHAARWomenKu1.jpg",4.3,19,Ethnic Motifs Printed Pure Cotton Kurti,620,1349,(54% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-women-plus-size-pink--grey-floral-printed-kurti/20372860/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20372860/2022/10/12/59421a1f-3565-4429-ab02-a44c9df3ec2c1665575156753PistaaPinkFloralPrintedKurti1.jpg",,0,Floral Printed Kurti,749,1999,(Rs. 1250 OFF)
HERE&NOW,https://www.myntra.com/kurtis/herenow/herenow-navy-blue-ethnic-motifs-woven-design-kurti/18226114/buy,,4.1,21,Ethnic Motifs Woven Design Kurti,519,1299,(60% OFF)
KALINI,https://www.myntra.com/kurtis/kalini/kalini-cream-coloured--blue-floral-printed-thread-work-pure-cotton-thread-work-kurti/19700722/buy,,4.5,8,Floral Printed Pure Cotton Kurti,,,
Fabriko,https://www.myntra.com/kurtis/fabriko/fabriko-women-pink--red-floral-printed-kurti/13410342/buy,,4.2,113,Women Floral Printed Kurti,599,1999,(70% OFF)
HERE&NOW,https://www.myntra.com/kurtis/herenow/herenow-women-ethnic-motifs-printed-kurti/21004866/buy,,,0,Ethnic Motifs Printed Kurti,574,2299,(75% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-black--blue-ethnic-motifs-embroidered-chikankari-kurti/15797546/buy,,,0,Ethnic Motifs Embroidered Kurti,,,
ADA,https://www.myntra.com/kurtis/ada/ada-peach-coloured--white-ethnic-motifs-embroidered-chikankari-kurti/17241026/buy,,4.5,14,Ethnic Motifs Embroidered Kurti,,,
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-women-teal-blue-striped-v-neck-kurti/19412630/buy,,,0,Women Striped Kurti,1189,1699,(30% OFF)
HERE&NOW,https://www.myntra.com/kurtis/herenow/herenow-green--white-floral-printed-sweetheart-neck-kurti/18238644/buy,,3.9,33,Printed Sweetheart Kurti,299,999,(70% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-navy-blue-kurti/18436650/buy,,,0,Kurti,720,1999,(Rs. 1279 OFF)
Colour Me by Melange,https://www.myntra.com/kurtis/colour-me-by-melange/colour-me-by-melange-women-off-white-embroidered--pure-cotton-thread-work-kurti/19534360/buy,,4,7,Embroidered Pure Cotton Kurti,909,1299,(30% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-women-black--blue-floral-printed-kurti/18246318/buy,,3.8,14,Women Floral Printed Kurti,588,1470,(60% OFF)
Indo Era,https://www.myntra.com/kurtis/indo-era/indo-era-white--pink-floral-embroidered-v-neck-kurti/16950210/buy,,3.2,13,Floral Embroidered Kurti,1749,4999,(65% OFF)
Indo Era,https://www.myntra.com/kurtis/indo-era/indo-era-blue-floral-printed-kurti/18325918/buy,,,0,Floral Printed Kurti,699,1999,(65% OFF)
Prakrti,https://www.myntra.com/kurtis/prakrti/prakrti-beige--pink-ethnic-motifs-printed-pure-cotton-kurti/17777238/buy,,4.5,6,Ethnic Motifs Printed Pure Cotton Kurti,699,1999,(65% OFF)
PARAMOUNT CHIKAN,https://www.myntra.com/kurtis/paramount-chikan/paramount-chikan-women-yellow--white-ethnic-motifs-embroidered-chikankari-kurti/17266568/buy,,4.5,15,Women Chikankari Kurti,881,2099,(58% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-pink--white-embroidered-thread-work-kurti/19744106/buy,,,0,Embroidered Thread Work Kurti,574,2299,(75% OFF)
GERUA,https://www.myntra.com/kurtis/gerua/gerua-women-grey--navy-blue-ethnic-motifs-printed-pleated-kurti/18122548/buy,,,0,Ethnic Motifs Printed Kurti,349,1399,(75% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-green-floral-printed-kurti/20343844/buy,,,0,Floral Printed Kurti,588,1470,(60% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-pink-floral-printed-pure-cotton-kurti/18068420/buy,,4,35,Floral Printed Pure Cotton Kurti,683,1799,(62% OFF)
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-sea-green-quirky-printed-boat-neck-kurti/20925092/buy,,,0,Quirky Printed Kurti,,,
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-beige-quirky-printed-kurti/20925172/buy,,,0,Quirky Printed Kurti,,,
SERONA FABRICS,https://www.myntra.com/kurtis/serona-fabrics/serona-fabrics-white--pink-floral-embroidered-anarkali-kurti/15917640/buy,,3.7,32,Floral Embroidered Anarkali Kurti,679,3999,(83% OFF)
Shae by SASSAFRAS,https://www.myntra.com/kurtis/shae-by-sassafras/shae-by-sassafras-women-stunning-black-polyester-scalloped-edge-kurti/18334978/buy,,4.4,7,Stunning Black Polyester Scalloped Edge Kurti,679,1699,(60% OFF)
PARAMOUNT CHIKAN,https://www.myntra.com/kurtis/paramount-chikan/paramount-chikan-white-ethnic-motifs-embroidered-chikankari-pure-cotton-chikankari-kurti/19587262/buy,,4,6,Ethnic Motifs Embroidered Pure Cotton Kurti,1249,2499,(50% OFF)
INDYES,https://www.myntra.com/kurtis/indyes/indyes-brown-mandarin-collar-embroidered-detail-kurti/18883402/buy,,5,6,Mandarin Collar Kurti,674,1499,(55% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-blue-floral-printed-pleated-cotton-flex-kurti/17156626/buy,,4.4,44,Floral Printed Kurti,620,1349,(54% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-black-ethnic-motifs-printed-pure-cotton-kurti/19744114/buy,,4.3,7,Ethnic Motifs Printed Pure Cotton Kurti,781,2299,(66% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-mustard-yellow-floral-printed-cambric-pleated-kurti/17156642/buy,,4.8,12,Printed Cambric Pleated Kurti,620,1349,(54% OFF)
Cottinfab,https://www.myntra.com/kurtis/cottinfab/cottinfab-blue-striped-pure-cotton-kurti/18851298/buy,,4.7,18,Striped Pure Cotton Kurti,659,1649,(60% OFF)
Cottinfab,https://www.myntra.com/kurtis/cottinfab/cottinfab-lavender-striped-pure-cotton-kurti/18851316/buy,,4.3,18,Striped Pure Cotton Kurti,659,1649,(60% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-brown-ethnic-motifs-printed-kurti/18509340/buy,,3.9,15,Ethnic Motifs Printed Kurti,855,2250,(62% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-brown-embroidered-kurti/18436010/buy,,4,21,Embroidered Kurti,650,1799,(Rs. 1149 OFF)
KALINI,https://www.myntra.com/kurtis/kalini/kalini-blue--cream-coloured-floral-printed-pure-cotton-pleated-kurti/20671932/buy,,,0,Floral Printed Pure Cotton Kurti,689,2299,(70% OFF)
fabGLOBAL,https://www.myntra.com/kurtis/fabglobal/fabglobal-green--multicoloured-floral-printed-pure-cotton-kurti/15182352/buy,,4,47,Floral Printed Pure Cotton Kurti,906,1649,(45% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-yellow--pink-floral-printed-kurti/17891468/buy,,4,3,Floral Printed Kurti,374,1499,(75% OFF)
PARAMOUNT CHIKAN,https://www.myntra.com/kurtis/paramount-chikan/paramount-chikan-peach-coloured-ethnic-motifs-embroidered-chikankari-pure-cotton-chikankari-kurti/20786542/buy,,,0,Ethnic Motifs Embroidered Pure Cotton Kurti,839,2099,(60% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-blue--white-geometric-printed-a-line-kurti/20836338/buy,,,0,Printed A-Line Kurti,839,2799,(70% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-olive-green-solid-pure-cotton-kurti/19744096/buy,,5,2,Solid Pure Cotton Kurti,574,2299,(75% OFF)
PARAMOUNT CHIKAN,https://www.myntra.com/kurtis/paramount-chikan/paramount-chikan-navy-blue-ethnic-motifs-embroidered-chikankari-pure-cotton-chikankari-kurti/17888534/buy,,,0,Ethnic Motifs Embroidered Pure Cotton Kurti,799,1999,(60% OFF)
Saanjh,https://www.myntra.com/kurtis/saanjh/saanjh-maroon-self-striped-straight-kurti/16988894/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16988894/2022/2/18/a318284b-f768-4ac0-8058-f03764b604041645174235530-Saanjh-Maroon-Self-Striped-Straight-Kurti-4351645174234904-1.jpg",4.8,6,Self Striped Straight Kurti,647,1799,(64% OFF)
